-7,99,0,186076,6,33,0,0,0,1
-7,99,0,178228,6,33,0,0,0,1
-7,99,0,166456,6,33,0,0,0,1
-7,99,0,15076,6,33,0,0,0,1
-7,99,0,13114,6,33,0,0,0,1
-7,99,0,13114,6,33,0,0,0,1
-7,99,0,13114,6,33,0,0,0,1
-7,99,0,107596,6,33,0,0,0,1
-7,99,0,107596,6,33,0,0,0,1
-7,99,0,08012801,6,33,0,0,0,1
-7,99,0,08012801,6,33,0,0,0,1
-7,99,0,04873601,6,33,0,0,0,1
-7,99,0,04873601,6,33,0,0,0,1
-7,99,0,04873601,6,33,0,0,0,1
-7,99,0,01342002,6,33,0,0,0,1
-7,99,0,01342002,6,33,0,0,0,1
-7,99,-0,02581998,6,33,0,0,0,1
-7,99,-0,02581998,6,33,0,0,0,1
-7,99,-0,06898399,6,33,0,0,0,1
-7,99,-0,06898399,6,33,0,0,0,1
-7,99,-0,116072,6,33,0,0,0,1
-7,99,-0,116072,6,33,0,0,0,1
-7,99,-0,116072,6,33,0,0,0,1
-7,99,-0,167084,6,33,0,0,0,1
-7,99,-0,22202,6,33,0,0,0,1
-7,99,-0,28088,6,33,0,0,0,1
-7,99,-0,28088,6,33,0,0,0,1
-7,99,-0,264176,6,329999,-2,963121E-08,9,203256E-09,4,133971E-07,1
-7,990157,-0,2608497,6,329939,-7,157308E-05,-2,159789E-06,0,000142315,1
-7,989999,-0,2600011,6,330001,-1,257567E-07,-5,680766E-08,-8,937932E-07,1
-7,989999,-0,2600001,6,330001,8,648462E-07,-1,419E-07,-3,663281E-07,1
-7,989999,-0,2600001,6,330001,8,648462E-07,-1,419E-07,-3,663281E-07,1
-7,99,-0,26,6,33,1,009331E-07,-4,468224E-08,-1,017656E-08,1
-7,99,-0,26,6,33,1,009331E-07,-4,468224E-08,-1,017656E-08,1
-7,99,-0,26,6,329999,-1,419576E-07,-2,813586E-08,6,258146E-08,1
-7,99,-0,26,6,33,-1,999231E-07,-8,997439E-09,6,31716E-08,1
-7,99,-0,26,6,33,-1,999231E-07,-8,997439E-09,6,31716E-08,1
-7,99,-0,26,6,33,-3,260078E-08,-1,108971E-08,4,03416E-08,1
-7,99,-0,26,6,33,-3,260078E-08,-1,108971E-08,4,03416E-08,1
-7,99,-0,26,6,33,2,703597E-08,-1,225015E-08,2,759581E-08,1
-7,99,-0,26,6,33,2,703597E-08,-1,225015E-08,2,759581E-08,1
-7,99,-0,26,6,33,3,046644E-08,-1,257198E-08,3,654698E-08,1
-7,99,-0,26,6,33,3,046644E-08,-1,257198E-08,3,654698E-08,1
-7,99,-0,26,6,33,-6,745342E-09,-1,292189E-08,2,695274E-08,1
-7,99,-0,26,6,33,-6,745342E-09,-1,292189E-08,2,695274E-08,1
-7,99,-0,26,6,33,-1,554343E-08,-1,171077E-08,4,755653E-08,1
-7,99,-0,26,6,33,-1,554343E-08,-1,171077E-08,4,755653E-08,1
